english,chinese,category
dash,vi. 猛冲；飞奔,四级
monitor,v. 检测；监测,六级
marvelous,a. 奇迹般的；惊人的,四级
persistent,α. 坚持不懈的,六级
tense,a. 紧张的; v. 拉紧; n. 时态,四级
expansion,n.扩大； 开展,雅思
calculate,vt. 计算；核算,四级
vulnerable,α. 易受伤的,六级
stale,a. 不新鲜的；陈腐的,四级
fortune,n. 财产；大笔的钱,六级
obscure,α. 模糊不清的,六级
provision,n. [pl.] 给养；口粮；准备；设备；装置,四级
hinder,v. 阻碍；妨碍,雅思
generate,v. 生成；产生,雅思
identity,n. 身份；个性；特性,四级
swallow,v. 吞下；咽下 n. 燕子,四级
digest,n. 摘要；简编,六级
remedy,n./vt. 补救；医治；治疗,四级
bunch,n. 群；伙；束；串,四级
deal,n.交易 vi.处理； 做生意 vt.分配； 分给(out),雅思
surface,n. 表面,六级
vague,a. 模糊的；不明确的,四级
virtually,ad. 事实上；实际地,六级
distinction,n. 区分；辨别,六级
acknowledgement,n. 承认；感谢；致谢,六级
retain,vt. 保留；保持,四级
vote,v. 选举; n. 选票,四级
tedious,a. 乏味道；单调的,四级
temperament,n. 气质；性格,六级
terminal,a. 末端的；极限的; n. 终点,四级
appeal,v. 呼吁；吸引,雅思
obligation,n (法律上或道义上的)责任,六级
suffering,n.苦楚； 受难 adj.受苦的； 患病的,雅思
awful,a. 极坏的；威严的；可怕的,四级
evoke,v. 引起；唤起,六级
distinguish,vt. 区分；辨别,四级
hoist,v. 举起；升起；吊起,六级
vertical,a. 垂直的,四级
ascribe,v. 归因于；归功于,六级
inspirational,α. 灵感的,六级
parade,v. 游行,六级
wander,vi. 漫游；闲逛,四级
ration,n. 比率,六级
provision,n. [pl.] 给养；口粮；准备；设备；装置,四级
subway,n. 地铁,四级
participation,n. 参加；加入,六级
commitment,n. 承诺；许诺,六级
version,n. 版本；译本；说法,四级
irreplaceable,α. 不能替换的；不能代替的,六级
crucial,adj.至关紧要的,雅思
breed,v. 培育；养育,六级
enhance,v. 提高；增强,雅思
collect,v.收集；集中,雅思
prominent,α. 突出的；杰出的,六级
indication,n.指示； 暗示,雅思
complement,v. 与……结合；补充,六级
mainland,n. 大陆,四级
commitment,n. 承诺；许诺,六级
absolute,a. 绝对的；无条件的；完全的,四级
temperament,n. 气质；性格,六级
correlate,v. 使相关；联系,雅思
prestige,n. 威信；威望,六级
dominate,v. 统治；占据,六级
invade,v. 侵入；侵略；侵袭,四级
alter,v. 改变；修改,雅思
fuse,n. 保险丝,六级
correlate,v. 使相关；联系,雅思
subtract,v. 减（去）,四级
stuff,n. 原料；材料; vt. 填进；塞满,四级
compensate,v. 补偿；赔偿,六级
mechanism,n. 机械装置,六级
luxury,n. 奢侈；豪华,六级
regulate,vt. 管理；调节,四级
infer,v. 推论；推断,四级
geometry,n. 几何（学）,四级
estimate,n. 估计,六级
prior,a. 优先的；在前的,四级
sexual,a. 性的,四级
adapt,vi. 适应；适合；改编；改写 vt. 使适应,四级
resort,v. 求助；凭借；诉诸,六级
wander,vi. 漫游；闲逛,四级
avenue,n. 林荫道；大街,四级
spot,n. 地点；斑点; vt. 认出；发现；玷污,四级
ultimate,a. 极端的；最大的；最终的 n. 极端,四级
monitor,v. 监控；监测,雅思
prompt,α. 即刻的；迅速的,六级
temple,n. 庙宇,四级
victim,n. 牺牲品；受害者,四级
venture,n. 风险投资；风险项目; v. 冒险；取于,四级
verify,v. 验证；核实,雅思
gear,v. 使适应；使适合,六级
tempt,v. 引诱；劝诱,六级
fragile,adj.易碎的； 脆的,雅思
pursue,vt. 追逐；追求；从事；进行,四级
temperament,n. 气质；性格,六级
motivate,v. 激励；驱动,雅思
greasy,α. 油腻的,六级
network,n. 网状物；广播网；电视网；网络,四级
radiation,n. 放射物；辐射,四级
principal,a. 最重要的; n. 负责人；校长,四级
void,α. 无效的,六级
previous,a. 先；前；以前的,四级
improve,v. 改善；改进,雅思
persuade,v. 说服；劝服,雅思
data,n. 数据；资料,四级
internal,a. 内部的；国内的,四级
liberal,a. 慷慨的；丰富的；自由的,四级
stimulate,v. 刺激；激励,雅思
melt,v.(使)融化； (使)熔化； 使感动,雅思
tendency,n.趋向；趋势,四级
function,v. 功能；作用,雅思
derive,v. 得来；得到,六级
irreplaceable,α. 不能替换的；不能代替的,六级
neglect,v. 忽视；疏忽,雅思
aware,a. 意识到,四级
expensive,a. 花钱多的；价格高贵的,四级
slope,n. 斜坡；斜面,四级
religious,a. 宗教的,四级
commit,vt. 犯（错误；罪行等）；干（坏事等）,四级
impact,n. 影响；作用,雅思
presumably,ad. 大概；可能；据推测,六级
focus,v. 集中；聚焦,雅思
extraordinary,adj.特别的,雅思
emphasize,vt. 强调；着重,四级
conclude,v. 结束；推断,雅思
acid,n. 酸；酸性物质 a. 酸的；尖刻的,四级
portable,a. 手提式的,四级
negative,n.否定； 负数 adj.否定的； 消极的； 负的 vt.否定； 拒绝(接受),雅思
concern,v. 涉及,六级
abundant,adj. 丰富的；大量的,雅思
priority,n. 优先(权),六级
premise,n. 前提；假设,六级
restrict,v. 限制；约束,雅思
inspection,n. 检查；视察,六级
monitor,v. 监控；监测,雅思
originate,v. 首创；起源,六级
overcome,v. 克服；战胜,雅思
circulation,n. (书报等的)发行量,六级
stability,n. 稳定(性)；稳固,六级
inaccessible,α. 不可接近的；难以达到的,六级
mild,a. 温暖的；暖和的；温柔的；味淡的,四级
forbid,vt. 不许；禁止,四级
reservation,n. 贮存；贮藏,六级
ceremony,n. 典礼；仪式,四级
exaggerate,v. 夸大；夸张,四级
initiative,n.主动,雅思
crash,v. (飞机)坠毁,六级
applaud,v. 赞扬；称赞,六级
gear,v. 使适应；使适合,六级
outstanding,a. 杰出的；突出的；显著的,四级
shift,v. 转移；转动；转变,四级
induce,v. 劝诱；诱导,六级
rival,n. 竞争对手,六级
deliberately,ad. 故意；有意地,六级
regulate,v. 调节；规范,雅思
fatal,a. 致命的；重大的,四级
damage,n. 损坏,六级
petrol,n. 汽油,四级
ambition,n. 野心；雄心,六级
absurd,α.荒缪的,六级
prohibit,vt. 禁止；不准,四级
voluntary,a. 自愿的,四级
loyalty,n. 忠诚；忠心,六级
sensitive,α. 敏感的,六级
facilitate,v. 促进；使容易,雅思
conservative,α. 保守的；传统的,六级
trivial,α. 琐碎的；不重要的,六级
acquaint,v. 熟悉；认识,六级
semiconductor,n. 半导体,四级
absolute,a. 绝对的；无条件的；完全的,四级
wagon,n. 四轮马车；铁路货车,四级
instinct,n. 本能；直觉,六级
exploit,v. 剥削；利用；开采,四级
prolong,v. 延长；拖延,六级
luxury,n. 奢侈；豪华,六级
geology,n. 地质学,四级
reinforce,v. 加强；强化,雅思
bureau,n. 局；办事处,四级
explicitly,ad. 明确地,六级
restrict,v. 限制；约束,雅思
deaf,a. 聋的；不愿听的,四级
initiative,n.主动,雅思
harmony,n. 与……协调一致；和谐,六级
accelerate,vt. 加速；促进,四级
territory,n. 领土,四级
expense,n. 开销；费用,四级
justify,v. 证明……是正当的；为……辩护,雅思
target,n. 目标；靶子; vt. 瞄准,四级
exterior,n. 外部；外表 a. 外部的；外表的,四级
accumulate,v. 积累；积聚,雅思
maintain,vt. 维持；保持；坚持；主张,四级
import,n. 进口（物） v. 进口；输入,四级
register,v./n. 登记；注册,四级
feeble,α. 脆弱的；虚弱的,六级
encounter,vt./n. 遭遇；遭到,四级
feeble,α. 脆弱的；虚弱的,六级
torture,n./vt. 拷打；折磨,四级
trace,vt. 追踪；找到 n. 痕迹；踪迹,四级
neglect,v. 忽视,六级
petrol,n. 汽油,四级
triumph,n. 胜利；成功,四级
base,v. 建立在……的基础上,六级
formulate,v. 制定；构想,雅思
advertisement,n. 广告,四级
subway,n. 地铁,四级
transition,n. 过渡；转变,六级
dumb,a. 哑的；沉默的,四级
expend,v. 消费,四级
burden,n. 重担；负荷,四级
elegant,α. 优雅的；优美的；精致的,六级
evil,a. 邪恶的；坏的,四级
aggressive,α.侵略的；好斗的,六级
ancient,adj.远古的；旧的,雅思
equation,n. 方程（式）,四级
ruin,v. 毁坏；破坏 n. 毁灭；[pl.]废墟,四级
chronic,α.慢性的,六级
budget,n. 预算 v. 编预算；作安排,四级
via,prep. 经由；经过；通过,四级
significance,n. 意义；重要性,四级
blame,n. 责任,六级
extent,n. 程度；范围；大小；限度,四级
turbulent,α. 动荡的；混乱的,六级
suspicion,n. 怀疑；疑心,四级
haul,v. 拖；拉,六级
register,v./n. 登记；注册,四级
sophisticated,a. 老于世故的；老练的；很复杂的,四级
scene,n. 景色；景象,六级
comedy,n. 喜剧,四级
prospect,n. 前景；可能性,六级
pursue,vt. 追逐；追求；从事；进行,四级
tidy,a. 整洁的；整齐的,四级
commentary,α. 实况报道,六级
explicitly,ad. 明确地,六级
forbid,vt. 不许；禁止,四级
strategic,a. 战略（上）的；关键的,四级
deserve,v. 值得,六级
subsequent,adj. 随后的；继后的,雅思
correlate,v. 使相关；联系,雅思
compact,α.紧凑的；小巧的,六级
destructive,α. 毁灭的,六级
reputation,n. 名声；声望,六级
release,vt./n. 释放；排放；解释解脱,四级
brake,n. 刹车；制动器 v. 刹住（车）,四级
revenue,n. 税收；岁入,六级
restraint,n. 抑制；限制,四级
clue,n. 线索；提示,四级
cargo,n. （船、飞机等装载的）货物,四级
competition,n. 竞争；比赛,四级
illustrate,v. 举例说明；阐明,雅思
large/small-scale,大/小规模,雅思
versatile,α. 多才多艺的,六级
resistant,a. (to)抵抗的；抗...的；耐...的,四级
mean,v. 打算；意欲,六级
indicator,n.指示器,雅思
superficial,α. 肤浅的,六级
exclude,v. 排除；拒绝,雅思
authority,n. 权威；当局,四级
benefit,n. 益处；好处,雅思
dominate,v. 统治；支配,雅思
virtue,n. 美德；优点,四级
wonder,n. 惊奇；奇迹 v. 想知道；对...感到疑惑,四级
routine,n. 常规；惯例；例行公事,六级
grieve,v. 使伤心；使悲伤,六级
contribute,v. 贡献；捐助,雅思
overlap,v. 部分重叠,六级
suspicious,α. 对……怀疑,六级
compensate,v. 补偿；赔偿,六级
tackle,v. 解决；处理,六级
racial,a. 人种的种族的,四级
figure,n. 数字；图形；外形 vt.描绘；演算；认为,雅思
magnify,v. 放大,六级
necessity,n. 必需品；必要性,四级
clue,n. 线索；提示,四级
expenditure,n. 支出；消费；经费,四级
coarse,a. 粗的；粗糙的；粗劣的,四级
participation,n. 参加；加入,六级
gloomy,α. 暗淡的,六级
enthusiasm,n. 热情；热心,四级
terminate,v. 终止；结束,六级
valley,n. 山谷；峡谷,四级
offend,v. 冒犯；触犯,四级
impose,vt. 把...加强(on)；采用；利用,四级
notorious,α. 臭名昭著的；声名狼藉的,六级
abolish,v. 废除；取消,雅思
assemble,v. 集合；聚集,六级
transform,v. 转变；改变,雅思
absurd,α.荒缪的,六级
detail,n.细节； 详情 vt.详述,雅思
nonsense,n. 胡说；冒失的行动,四级
bureau,n. 局；办事处,四级
restraint,n. 抑制；限制,四级
flap,v. (鸟)振翅(飞行),六级
temperament,n. 气质；性格,六级
naval,a. 海军的,四级
greasy,α. 油腻的,六级
recession,n. (经济)衰退；不景气；撤退；退出,六级
competitive,α.竞争性的；具有竞争力的,六级
confidential,α. 机密的；秘密的,六级
absurd,α.荒缪的,六级
obedient,α. 服从的；顺从的,六级
expand,v. 扩大；扩张；展开；膨胀,四级
temple,n. 庙宇,四级
geography,n. 地理（学）,四级
somewhat,ad. 颇为；稍稍；有几分,六级
auxiliary,a. 辅助的；备用的,四级
orient,vt. 使适应；(to toward)使朝向 n. 东方,四级
secure,a. 安全的；可靠的,四级
extinct,a. 绝灭的；熄灭的,四级
assurance,n. 保证,六级
explicitly,ad. 明确地,六级
venture,n. 风险投资；风险项目; v. 冒险；取于,四级
globe,n. 地球；世界；地球仪,四级
stability,n. 稳定(性)；稳固,六级
scorn,n. 轻蔑；鄙视,六级
vivid,a. 生动的,四级
terminal,a. 末端的；极限的; n. 终点,四级
fate,n. 命运,四级
provision,n. [pl.] 给养；口粮；准备；设备；装置,四级
indicator,n.指示器,雅思
gradual,adj. 逐渐的；渐进的,雅思
deviate,v. (使)背离；(使)偏离,六级
insure,vt. 给...保险；保证；确保,四级
community,n. 社区；社会,四级
vocabulary,n. 词汇（量）；词汇表,四级
calendar,n. 日历；月历,四级
suspicion,n. 怀疑；疑心,四级
relevant,α. 与……有关的,六级
resort,v. 求助；凭借；诉诸,六级
virtual,a. 实际上的；事实上的,四级
remain,v. 停留；依旧是,六级
inferior,α. 较次的；较劣的,六级
explore,v. 探险；探索,六级
drift,v. 漂移；漂流,雅思
appreciation,n. 感谢；感激,六级
moist,a. 潮湿,四级
delicate,α. 精细的；微妙的；精心处理的,六级
constitution,n. 组成；构成,六级
inspirational,α. 灵感的,六级
awkward,a. 笨拙的；棘手的,四级
dealing,n.行为； 交易,雅思
convince,v. 说服；使信服,雅思
split,v. 劈开；割裂；分裂 a.裂开的,四级
revenge,v. 报仇；报复,六级
promote,v. 促进；提升,雅思
arbitrary,a. 随意的；未断的,四级
benefit,n. 益处；好处,雅思
coherent,adj. 一致的；连贯的,雅思
anticipation,n. 预期；期望,六级
afford,v. 付得起,六级
swallow,v. 吞下；咽下 n. 燕子,四级
decay,vi. 腐烂；腐朽,四级
provision,n.供应； (一批)供应品； 预备； 规定,雅思
adapt,vi. 适应；适合；改编；改写 vt. 使适应,四级
descend,v. 下来；下去,六级
transport,vt. 运输；运送 n. 运输；运输工具,四级
weld,v./n. 焊接,四级
correlate,v. 使相关；联系,雅思
dazzle,v. 使眩目；耀眼,六级
exchange,vt.交换；交易 n.交换； 交易,雅思
improve,v. 改善；改进,雅思
acknowledgement,n. 承认；感谢；致谢,六级
media,n. 新闻传媒,四级
propel,v. 推进；推动,六级
impact,n. 影响；作用,雅思
impose,vt. 把...加强(on)；采用；利用,四级
drain,v. 渐渐耗尽,六级
motivate,v. 激励；驱动,雅思
expand,vt.详述； 扩大；展开,雅思
oppose,v. 反对；抵制,雅思
undergraduate,n. 大学肄业生,四级
acknowledgement,n. 承认；感谢；致谢,六级
emotional,a. 感情的；情绪（上）的,四级
equation,n. 方程（式）,四级
balcony,n. 阳台,四级
agency,n. 代理商；经销商,四级
rate,n. 速度,六级
resolve,v. 解决；决心,雅思
attract,v. 吸引；引起,雅思
guarantee,n. 保修单,六级
inherent,α. 固有的；生来的,六级
mobile,α. 活动的；流动的,六级
extraordinary,adj.特别的,雅思
conform,v. 遵守；符合,雅思
predecessor,n. 前任；原有的事物,六级
territory,n. 领土,四级
indication,n.指示； 暗示,雅思
prosperity,n. 兴旺；繁荣,四级
geology,n. 地质学,四级
tempt,v. 引诱；劝诱,六级
manifestation,n. 表现(形式),六级
decent,a. 像样的；体面的,四级
spot,n. 地点；斑点; vt. 认出；发现；玷污,四级
barrier,n. 障碍；棚栏,四级
scratch,v./n. 抓；搔；扒,四级
vivid,α. 生动的；栩栩如生的,六级
allege,v. 断言；宣称,六级
embarrassing,α. 令人尴尬的,六级
restrict,vt. 限制；约束,四级
crucial,α. 关键的,六级
reinforce,vt. 增强；加强,四级
inspirational,α. 灵感的,六级
ignite,v. 引燃,六级
comedy,n. 喜剧,四级
strategic,a. 战略（上）的；关键的,四级
outwardly,ad. 表面上；外表上地,六级
decorate,vt. 装饰；装璜,四级
vanish,vi. 消灭；不见,四级
evoke,v. 引起；唤起,六级
import,n. 进口（物） v. 进口；输入,四级
formerly,ad. 原先地；以前；从前,六级
crash,v. (飞机)坠毁,六级
distinguish,v. 区分；辨别,雅思
discrimination,n. 歧视；辨别力,四级
appreciation,n. 感谢；感激,六级
prior,a. 优先的；在前的,四级
emotion,n. 情感；感情,四级
tension,n. 紧张（状态）；张力,四级
yield,vi. (to) 屈服于；让出；放弃; n. 产量,四级
release,vt./n. 释放；排放；解释解脱,四级
optimistic,α. 乐观的,六级
hospitality,n. 友好款待；好客,六级
simplicity,n. 简单；朴素,四级
transplant,v. 移植,四级
descend,v. 下来；下去,六级
mingle,v. 混合起来；相混合,六级
applaud,v. 赞扬；称赞,六级
dedicate,v. 奉献；献身；致力于,六级
private,a. 私人的；个人的,四级
survey,n./vt. 调查；勘测,四级
target,n. 目标；靶子; vt. 瞄准,四级
unique,a. 唯一的；独特的,四级
maintain,vt. 维持；保持；坚持；主张,四级
zone,n. 地区；区域,四级
temporary,a. 暂时的；临时的,四级
academy,n. （高等）专科院校；学会,四级
budget,n. 预算 v. 编预算；作安排,四级
remote,a. 遥远的；偏僻的,四级
jeopardize,v. 危及；损坏,六级
accommodation,n. 住宿；膳宿,六级
analogy,n. 相似；模拟；类比,六级
debate,n. 争论；辩论,六级
herd,n. 兽群；牧群,四级
expand,v. 扩大；扩张；展开；膨胀,四级
scale,n. 大小；规模；等级；刻度,四级
void,α. 无效的,六级
information,n.通知； 信息,雅思
sorrow,n. 悲哀；悲痛,四级
ascend,v. 上升；攀登,六级
prospect,n. 前景；可能性,六级
scale,n. 大小；规模；等级；刻度,四级
rough,α. 粗略的；不精确的,六级
obtain,v. 获得；得到,雅思
stuff,n. 原料；材料; vt. 填进；塞满,四级
coherent,adj. 一致的；连贯的,雅思
appreciation,n. 感谢；感激,六级
neglect,v. 忽视；疏忽,雅思
treaty,n. 条约；协定,四级
participation,n. 参加；加入,六级
external,a. 外部的；外表的；外面的,四级
restrain,vt. 阻止；抑制,四级
videotape,n. 录像磁带 v. 把...录在录像带上,四级
appeal,n./vi. 呼吁；恳求,四级
collect,v.收集；集中,雅思
beforehand,ad. 预先；事先,四级
expend,v. 消费,四级
devise,vt. 发明；策划；想出,四级
route,n. 路；路线；航线,四级
comparable,a. (with to) 可比较的；类似的,四级
tide,n. 潮汐；潮流,四级
continual,a. 不断地；频繁的,四级
formerly,ad. 原先地；以前；从前,六级
unique,a. 唯一的；独特的,四级
founder,n.建立者 vt.使沉没； 失败,雅思
resume,v. 重新开始；继续,六级
hamper,v. 妨碍；限制,六级
nonsense,n. 胡说；冒失的行动,四级
achievement,n.成就； 功绩,雅思
analyze,v. 分析；解析,雅思
chronic,adj. 慢性的；长期的,雅思
acquire,v. (靠自己的能力、努力或行为)获得；得到,六级
dominate,v. 统治；占据,六级
deserve,vt. 应受；应得；值得,四级
oxygen,n.氧,雅思
descend,v. 下来；下去,六级
spill,v. 溢出；溅出；倒出,四级
slide,v. 滑动；滑落 n. 滑动；滑面；幻灯片,四级
chronic,α.慢性的,六级
tender,a. 温柔的；脆弱的,四级
transform,v. 转变；变革；变换,四级
constant,a. 不变的；恒定的; n. 常数,四级
restrict,vt. 限制；约束,四级
bureau,n. 局；办事处,四级
vessel,n. 船舶；容器；器皿；血管,四级
vain,n. 徒劳；白费,四级
substitute,n. 代用品; vt. 代替,四级
adapt,vi. 适应；适合；改编；改写 vt. 使适应,四级
advocate,v. 提倡；支持,雅思
resume,v. 重新开始；继续,六级
hoist,v. 举起；升起；吊起,六级
adjust,v. 调整；适应,雅思
originate,v. 首创；起源,六级
focus,v. （使）聚集 n. 焦点；中心；聚焦,四级
simultaneously,ad. 同时发生地,六级
talent,n. 才能；天资；人才,四级
consistent,a. 坚固定；一致的；始终如一的,四级
substitute,n. 代用品; vt. 代替,四级
insure,vt. 给...保险；保证；确保,四级
preside,v. 主持,六级
vague,a. 模糊的；不明确的,四级
excess,n. 过分；过量；过剩,四级
tuition,n. 学费,四级
split,v. 劈开；割裂；分裂 a.裂开的,四级
reconcile,v. 使和好；调解,六级
torture,n./vt. 拷打；折磨,四级
invest,v. 投资；投入,雅思
maximum,a. 最高的；最大的 n.,四级
balcony,n. 阳台,四级
crash,v. (飞机)坠毁,六级
emphasize,vt. 强调；着重,四级
fundamental,adj. 基本的；根本的,雅思
burst,vi.n. 突然发生；爆裂,四级
abundant,α.丰富的,六级
detail,n.细节； 详情 vt.详述,雅思
explicitly,ad. 明确地,六级
aggressive,α.侵略的；好斗的,六级
stable,a. 稳定的,四级
influence,n. 影响；作用,雅思
trace,vt. 追踪；找到 n. 痕迹；踪迹,四级
stationary,α. 固定的,六级
opportunity,n. 机会；时机,四级
medium,a. 中等的；适中的; n. 媒介物；新闻媒介,四级
pledge,n. 保证；誓言,六级
derive,v. 得来；得到,六级
variable,a. 易变的；可变的,四级
sophisticated,a. 老于世故的；老练的；很复杂的,四级
warehouse,n. 货仓,六级
disguise,v. 假扮；伪装,六级
satellite,n. 卫星,四级
merciful,α. 仁慈的；宽大的,六级
scratch,v./n. 抓；搔；扒,四级
ordinary,adj.普通的,雅思
nonsense,n. 胡说；冒失的行动,四级
naive,α. 言行自然而天真的；质朴的,六级
boundary,n. 分界线；边界,四级
massive,a. 大的；大量的；大块的,四级
bureaucracy,n. 官僚主义,雅思
impact,n. 影响；作用,雅思
identify,v. 识别；认出,雅思
cargo,n. （船、飞机等装载的）货物,四级
expense,n. 开销；费用,四级
ceremony,n. 典礼；仪式,四级
fundamental,adj. 基本的；根本的,雅思
standard,n. 标准,六级
comment,n./vt. 评论,四级
fatal,a. 致命的；重大的,四级
endure,v. 忍受；忍耐,六级
naive,α. 言行自然而天真的；质朴的,六级
collection,n.收藏； 搜集品； 捐款,雅思
detail,n.细节； 详情 vt.详述,雅思
smash,n. 打碎；粉碎,六级
comedy,n. 喜剧,四级
swallow,v. 吞下；咽下 n. 燕子,四级
breed,v. 培育；养育,六级
blunder,n. 错误；大错,六级
compact,α.紧凑的；小巧的,六级
drift,v. 漂移；漂流,雅思
vote,v. 选举; n. 选票,四级
restrict,v. 限制；约束,雅思
subsequent,adj. 随后的；继后的,雅思
bundle,n. 捆；包；束; vt. 收集；归拢,四级
accommodate,v. 容纳；适应,雅思
distinction,n. 区分；辨别,六级
figure,n. 数字；图形；外形 vt.描绘；演算；认为,雅思
damage,n. 损坏,六级
trend,n. 倾向；趋势,六级
available,a. 现成可用的；可得到的,四级
arouse,vt. 引起；激起；唤醒,四级
blast,n. 爆炸；气流 vi. 炸；炸掉,四级
the Atlantic Ocean,大西洋,四级
target,n. 目标；靶子; vt. 瞄准,四级
energetic,α. 精力充沛的,六级
abolish,v. 废除；取消,雅思
elegant,α. 优雅的；优美的；精致的,六级
factor,n.因素,雅思
survey,n./vt. 调查；勘测,四级
distribute,vt. 分发,四级
the Pacific Ocean,太平洋,四级
naive,α. 言行自然而天真的；质朴的,六级
prosperity,n. 兴旺；繁荣,四级
constitution,n. 组成；构成,六级
view,v. 视为；看做,六级
enroll,v. 使成为……的成员；注册,六级
wealthy,a. 富裕的,四级
duration,n. 持续时间,雅思
larvae,n. larva的复数,雅思
wander,vi. 漫游；闲逛,四级
collection,n.收藏； 搜集品； 捐款,雅思
nonsense,n. 胡说；冒失的行动,四级
prominent,a. 突出的,四级
expire,v. 到期；期满,六级
nonsense,n. 胡说；冒失的行动,四级
revenue,n. 税收；岁入,六级
rescue,v. 营救；救援,六级
avenue,n. 林荫道；大街,四级
inspire,v. 激励；启发,雅思
factor,n.因素,雅思
view,v. 视为；看做,六级
diminish,v. 减少；缩小,雅思
severe,a. 严重的,四级
clue,n. 线索；提示,四级
embarrassing,α. 令人尴尬的,六级
impose,v. 强加；施加,雅思
comparable,a. (with to) 可比较的；类似的,四级
academy,n. （高等）专科院校；学会,四级
comparable,a. (with to) 可比较的；类似的,四级
impact,n. 影响；作用,雅思
rival,n. 竞争对手,六级
suspicious,a. 怀疑的；可疑的,四级
collective,adj.集体的 n.集体,雅思
versatile,α. 多才多艺的,六级
sensitive,α. 敏感的,六级
outwardly,ad. 表面上；外表上地,六级
tender,a. 温柔的；脆弱的,四级
drift,v. 漂移；漂流,雅思
presumably,ad. 大概；可能；据推测,六级
adapt,vi. 适应；适合；改编；改写 vt. 使适应,四级
mixture,n. 混合；混合物,四级
portable,a. 手提式的,四级
rough,α. 粗略的；不精确的,六级
revise,v. 修订；修改,雅思
assurance,n. 保证,六级
expend,v. 消费,四级
resolve,v. 解决；决心,雅思
gaze,v. 凝视；注视,六级
discrimination,n. 歧视；辨别力,四级
scene,n. 景色；景象,六级
range,n. 幅度；范围 v. （在某范围内）变动,四级
spray,v. 喷；（使）溅散,四级
eternal,α. 永恒的；无休止的,六级
expand,v. 扩展；扩张,雅思
issue,n. 问题；争论点；发行；（报刊）一期,四级
distinguish,vt. 区分；辨别,四级
feedback,n. 反馈,雅思
dash,vi. 猛冲；飞奔,四级
prospect,n. 前景；可能性,六级
correlate,v. 使相关；联系,雅思
insure,vt. 给...保险；保证；确保,四级
collision,n. 碰撞；冲突,四级
highlight,vt. 强调；突出,四级
reinforce,v. 加强；强化,雅思
evil,a. 邪恶的；坏的,四级
descend,v. 下来；下去,六级
isolate,vt. 使隔离；使孤立,四级
enclose,vt. 围住；把...装入信封,四级
catalog,n. 目录（册） v. 编目,四级
cash,n. 现金,六级
hospitality,n. 友好款待；好客,六级
monitor,v. 检测；监测,六级
economic,α. 经济的,六级
academy,n. （高等）专科院校；学会,四级
flap,v. (鸟)振翅(飞行),六级
appoint,vt. 任命；委派,四级
melt,v.(使)融化； (使)熔化； 使感动,雅思
strategic,a. 战略（上）的；关键的,四级
competition,n. 竞争；比赛,四级
ingredient,n. 成分,六级
subsequent,adj. 随后的；继后的,雅思
indifference,n. 不关心；冷漠,六级
rate,n. 速度,六级
prescribe,v. 处方；开药,六级
retail,n./v./ad. 零售,四级
advance,n.前进； 提升； 预付款 v.前进； 提前 adj. 预先的；预付(款项),雅思
ambition,n. 野心；雄心,六级
marvelous,a. 奇迹般的；惊人的,四级
duration,n. 持续时间,雅思
foundation,n.基础； 建立； 基金,雅思
opponent,n. 敌人；对手,六级
petroleum,n. 石油,四级
facility,n. [pl.] 设备；设施；便利；方便,四级
transplant,v. 移植,四级
expire,v. 到期；期满,六级
personal,a. 个人的；私人的；亲自的,四级
locate,v. 位于,六级
appropriate,adj. 适当的；恰当的,雅思
compact,α.紧凑的；小巧的,六级
deserve,vt. 应受；应得；值得,四级
insight,n. 理解；洞察力,六级
initial,adj.最初的； 词首的 n.词首大写字母,雅思
neglect,v. 忽视；疏忽,雅思
capable,adj. 有能力的；能干的,雅思
endure,v. 忍受；忍耐,六级
benefit,n. 益处；好处,雅思
suburb,n. 市郊,四级
descend,v. 下落,六级
transaction,n. 处理；办理；交易,六级
the Arctic Ocean,北冰洋,四级
nucleus,n. 核,四级
spread,n.展开； 传播； 分布 v.展开； 传播,雅思
subtle,α. 微妙的；精巧的；细微的,六级
overlap,v. 部分重叠,六级
provisional,adj.临时的；雅思,
thrust,v. 挤；推；插,四级
persuade,v. 说服；劝服,雅思
blame,n. 责任,六级
drain,v. 渐渐耗尽,六级
emergency,n. 紧急情况,六级
calendar,n. 日历；月历,四级
gradual,adj. 逐渐的；渐进的,雅思
admiration,n. 欣赏,六级
predecessor,n. 前任；原有的事物,六级
feed,n.饲料； (动物或婴儿的)一餐 vt.喂养； 靠...为生,雅思
acid,n. 酸；酸性物质 a. 酸的；尖刻的,四级
compulsory,α. 强迫的；强制的；义务的,六级
oppose,v. 反对；抵制,雅思
spur,n./vt. 刺激；激励,四级
vary,v. 变化；不同,雅思
equip,vt.装备,雅思
fundamental,adj.基础的 n.基本原则； 基本原理,雅思
provoke,v. 引起；激起,六级
assurance,n. 保证,六级
triumphantly,ad. (欣喜)胜利地；成功地,六级
unify,v. 统一；使成为一体,雅思
chronic,α.慢性的,六级
burst,vi.n. 突然发生；爆裂,四级
inspirational,α. 灵感的,六级
digest,n. 摘要；简编,六级
comparable,a. (with to) 可比较的；类似的,四级
participation,n. 参加；加入,六级
identify,v. 认出；确认,六级
supervise,v. 监督；管理,雅思
battery,n. 电池（组）,四级
external,a. 外部的；外表的；外面的,四级
principle,n. 原则；原理,四级
vessel,n. 船舶；容器；器皿；血管,四级
globe,n. 地球；世界；地球仪,四级
parade,v. 游行,六级
authorize,v. 授权；批准,雅思
reinforce,vt. 增强；加强,四级
